Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,China,CHN,5
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Colombia,COL,15.039999961853
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Comoros,COM,9.22299957275391
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,5.26599979400635
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,22.8430004119873
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Costa Rica,CRI,17.4099998474121
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,3.48799991607666
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Croatia,HRV,7.51000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cuba,CUB,2.62400007247925
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Curacao,CUW,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cyprus,CYP,7.59000015258789
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Czech Republic,CZE,2.54999995231628
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Denmark,DNK,5.6399998664856
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Djibouti,DJI,28.3899993896484
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Dominica,DMA,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,6.13000011444092
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Early-demographic dividend,EAR,7.12209161822473
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,East Asia & Pacific,EAS,4.31572817718915
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,4.38802132791412
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,4.41005887749889
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ecuador,ECU,6.1100001335144
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,9.16699981689453
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,El Salvador,SLV,6.2480001449585
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,9.90100002288818
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Eritrea,ERI,7.86499977111816
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Estonia,EST,6.80000019073486
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Eswatini,SWZ,25.5090007781982
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ethiopia,ETH,3.23699998855591
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Euro area,EMU,7.82530689071205
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Europe & Central Asia,ECS,7.18238786420777
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,7.80399705039362
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,7.39768366810477
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,European Union,EUU,7.04576472614677
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Fiji,FJI,4.71500015258789
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Finland,FIN,7.76000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Fragile and conflict affected situations,FCS,7.33038911517949
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,France,FRA,8.01000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,French Polynesia,PYF,14.0959997177124
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Gabon,GAB,21.9720001220703
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,11.081000328064
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Georgia,GEO,18.5
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Germany,DEU,3.80999994277954
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ghana,GHA,4.65100002288818
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Gibraltar,GIB,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Greece,GRC,16.2999992370605
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Greenland,GRL,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Grenada,GRD,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guam,GUM,6.80200004577637
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guatemala,GTM,3.55299997329712
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guinea,GIN,6.10300016403198
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guinea-Bissau,GNB,6.73699998855591
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guyana,GUY,16.4309997558594
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Haiti,HTI,15.451000213623
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,5.43276061284761
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,High income,HIC,6.48602163111056
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Honduras,HND,8.3730001449585
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,5.82999992370605
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Hungary,HUN,4.25
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,IBRD only,IBD,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Iceland,ISL,5.48000001907349
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,IDA & IBRD total,IBT,6.60747206413914
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,IDA blend,IDB,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,IDA only,IDX,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,IDA total,IDA,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,India,IND,7.99700021743774
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Indonesia,IDN,4.28000020980835
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,12.168999671936
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Iraq,IRQ,14.0880002975464
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ireland,IRL,5.61999988555908
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Israel,ISR,4.32999992370605
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Italy,ITA,9.15999984741211
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Jamaica,JAM,9.47999954223633
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Japan,JPN,2.79999995231628
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Jordan,JOR,19.0259990692139
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,4.8899998664856
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kenya,KEN,5.72900009155273
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kiribati,KIR,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,2.9210000038147
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Korea, Rep.",KOR,3.9300000667572
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kosovo,XKX,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kuwait,KWT,3.53900003433228
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kyrgyz Republic,KGZ,8.70600032806396
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lao PDR,LAO,1.03400003910065
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Late-demographic dividend,LTE,5.89018176876244
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Latin America & Caribbean,LCN,10.0620141880859
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,10.1747861788602
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,10.1987749830439
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Latvia,LVA,8.10000038146973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Least developed countries: UN classification,LDC,5.32217798670412
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lebanon,LBN,13.2969999313354
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lesotho,LSO,24.5629997253418
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Liberia,LBR,3.98000001907349
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Libya,LBY,20.0659999847412
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Liechtenstein,LIE,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lithuania,LTU,8.48999977111816
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Low & middle income,LMY,6.59200810946201
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Low income,LIC,5.62295367159999
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lower middle income,LMC,6.61050501143007
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Luxembourg,LUX,6.76999998092651
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Macao SAR, China",MAC,2.5699999332428
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Madagascar,MDG,2.47399997711182
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malawi,MWI,6.70100021362305
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malaysia,MYS,4.50400018692017
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Maldives,MDV,6.32800006866455
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mali,MLI,7.69600009918213
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malta,MLT,4.26000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Marshall Islands,MHL,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mauritania,MRT,11.2700004577637
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mauritius,MUS,7.40700006484985
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mexico,MEX,4.44999980926514
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Middle East & North Africa,MEA,10.5407133879666
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,12.2390777292652
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,12.0902751584049
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Middle income,MIC,6.68969907912072
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Moldova,MDA,3.8199999332428
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Monaco,MCO,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mongolia,MNG,7.01000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Montenegro,MNE,17.8999996185303
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Morocco,MAR,11.4540004730225
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mozambique,MOZ,3.80999994277954
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Myanmar,MMR,1.05799996852875
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Namibia,NAM,21.4459991455078
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nauru,NRU,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nepal,NPL,4.72399997711182
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Netherlands,NLD,3.8199999332428
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,New Caledonia,NCL,16.4290008544922
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,New Zealand,NZL,4.59000015258789
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nicaragua,NIC,6.07800006866455
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Niger,NER,0.624000012874603
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nigeria,NGA,9.71399974822998
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,North America,NAC,8.20683981085312
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,North Macedonia,MKD,17.2000007629395
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Northern Mariana Islands,MNP,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Norway,NOR,4.42000007629395
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Not classified,INX,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,OECD members,OED,7.10158266250153
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Oman,OMN,2.94000005722046
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Other small states,OSS,11.0048711128782
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Pacific island small states,PSS,3.13375714168766
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Pakistan,PAK,4.30299997329712
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Palau,PLW,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Panama,PAN,12.8540000915527
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Papua New Guinea,PNG,2.59500002861023
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Paraguay,PRY,7.55000019073486
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Peru,PER,7.17999982833862
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Philippines,PHL,2.51999998092651
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Poland,POL,3.16000008583069
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Portugal,PRT,6.78999996185303
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Post-demographic dividend,PST,6.7000573470195
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Pre-demographic dividend,PRE,6.93506250130469
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Puerto Rico,PRI,8.89000034332275
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Qatar,QAT,0.214000001549721
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Romania,ROU,5.03000020980835
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Russian Federation,RUS,5.59000015258789
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Rwanda,RWA,1.48500001430511
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Samoa,WSM,9.14900016784668
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,San Marino,SMR,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sao Tome and Principe,STP,15.746000289917
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Saudi Arabia,SAU,7.44999980926514
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Senegal,SEN,3.62299990653992
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Serbia,SRB,9.01000022888184
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Seychelles,SYC,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sierra Leone,SLE,5.19500017166138
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Singapore,SGP,4.09999990463257
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sint Maarten (Dutch part),SXM,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Slovak Republic,SVK,6.69000005722046
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Slovenia,SVN,4.96999979019165
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Small states,SST,10.3872779404646
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Solomon Islands,SLB,0.916000008583069
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Somalia,SOM,19.7229995727539
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Africa,ZAF,29.2199993133545
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Asia,SAS,7.23979318207037
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Asia (IDA & IBRD),TSA,7.23979318207037
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Sudan,SSD,14.0299997329712
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Spain,ESP,15.5299997329712
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sri Lanka,LKA,5.87799978256226
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Kitts and Nevis,KNA,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Lucia,LCA,16.8920001983643
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Martin (French part),MAF,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Vincent and the Grenadines,VCT,21.0020008087158
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sub-Saharan Africa,SSF,7.28055285221688
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,7.28055285221688
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,7.28055285221688
